Material_Code,itemdesc,Item_Type,State_Name,Valid_Start_Date,Valid_End_Date,Sale_Start_Date,Sale_End_Date,SerialNo_Entry_Start_Date,SerialNo_Entry_End_Date,Entries_Count,Multiplier_Count,Multiplier_Type
F1113C258100,LUM 12V100AH LPTT12100L FNSD BTY V18,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113C261150,LUM 12V150AH LPTT12150H FNSD BTY V18,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113C260150,LUM 12V150AH LPTT12150L FNSD BTY V18,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113C262200,LUM 12V200AH LPTT12200L FNSD BTY V18,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1146A248100,LUM 12V100AH PC1000 FNSD BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1135B271100,12V100AH POWER CHARGE PC12042 FNSD BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1103B276100,LUM 12V100AH ILT EX 1224 FNSD BTY V18,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1148B280120,LUM 12V120AH ECO CHRG 15000 FNSD BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1148C281135,LUM 12V135AH ECO CHRG 16000 FNSD BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1148C282150,LUM 12V150AH ECO CHRG 18000 FNSD BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1103CXUA180,LUM 12V180AH ILTT24060 FNSD BTY V18,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1105C15A180,ELE 12V 180AH LETT 24560 FNSD BTY V18,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1102CZKA200,LUM 12V200AH ILTT 25060 FNSD BTY V18,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1105CZTA200,ELE 12V200AH LETT25560 FNSD BTY V18,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1103CXVA220,LUM 12V 220AH ILTT26060 FNSD BTY V18,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1105C15A220,ELE 12V 220AH LETT 26560 FNSD BTY V18,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1108CUGA180,TEZ 12V 180AHTSTT 2436 TT FNSD BTY V18,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1108BQUA220,TEZ 12V220AH TSTT2636 TUB FNSD BTY V18,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1113B191150,LUM 12V150AH LPTT12150H FNSD BTY V17 SLR,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113B272040,LUM 12V40AH LPT1240L FNSD BTY V18 SLR,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113B273040,LUM 12V40AH LPT1240H FNSD BTY V18 SLR,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113B274060,LUM 12V60AH LPT1260H FNSD BTY V18 SLR,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113B275080,LUM 12V80AH LPT1280H FNSD BTY V18 SLR,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1149C290150,LUM 12V150AH XL18066 FNSD BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1147C292200,AMAZE 12V200AH 5048TT FNSD BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1149C289150,LUM 12V150AH XL18060 FNSD BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1149C291220,LUM 12V220AH XL26060 FNSD BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1138C294150,LUM 12V150AH RC 18000 FNSD BTY V18,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102C304160,LUM 12V160AH ILTT20048 FNSD BTY V18,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1103B277100,LUM 12V100AH ILTEX 1224 GP FNSD BTY V18,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1247B313150,AMAZE 12V150AH 2048STJ FNSD BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113B316020,LUM 12V20AH LPT1220L FNSD V17 SLR NPL,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113B317020,LUM 12V20AH LPT1220H FNSD V17 SLR NPL,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113B318040,LUM 12V40AH LPT1240L FNSD V19 SLR NPL,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F08710013301,UPS ON LINE 1KVA INTERNAL BATTERY NEO 1K,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F09710013401,UPS ON LINE 1KVA EXTERNAL BATTERY NEO1KX,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F09710014701,UPS ON LINE EXTRENAL BATTERY NEO+ 1KVA,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F08710014601,UPS ON LINE INTERNAL BATTERY NEO+ 1KVA,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F09430013601,UPS ON LINE 3KVA EXTERNAL BATTERY NEO3KX,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F08430013501,UPS ON LINE 3KVA INTERNAL BATTERY NEO 3K,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F09660013801,UPS ON LINE 6KVA EXTERNAL BATTERY C6K-X,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F12160000401,BIU 600VA UPS WITH T150 BATTERY+TROLLY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F12180000401,BIU 800VA UPS WITH T150 BATTERY+TROLLY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F15510015501,ON-LINE UPS 1KVA 30MIN EXTERNAL BATTERY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F15520015301,ON-LINE UPS 2KVA 30MIN EXTERNAL BATTERY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F16510015501,ON-LINE UPS 1KVA 60MIN EXTERNAL BATTERY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F16630015601,ON-LINE UPS 3KVA 60MIN EXTERNAL BATTERY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F16950015401,ON-LINE UPS 5KVA-60MIN EXTERNAL BATTERY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F17520015301,ON-LINE UPS 2KVA 120MIN EXTERNAL BATTERY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F17950015401,ON-LINE UPS 5KVA-120MIN EXTERNAL BATTERY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F19C01000130,IN-DIYA SHL 10W LED LAMP SYSTEM,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F29101000130,IN-DIYA LED LAMP FOR SOLAR,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F19C01000409,SCOTT SOLAR HOME LAMP SYSTEM -10WATT EXP,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F29123505401,"LUMINOUS LED LAMP FOR SOLAR -3.5W/12V
",LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F19F02004101,LUMINOUS SOLAR HOME LAMP SYSTEM SHL-20N,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F14101209301,BATTERY DATA LOGGER 12V VER_1,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1193A42S120,"LUM LE SILVER 12V/120AH R AUTO BTY
",Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1193A44S150,"LUM LE SILVER 12V/150AH R AUTO BTY
",Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1193A40CR65,"LUM LE COPPER 12V/65AH L AUTO BTY
",Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1193A86R036,"LUM LE STEEL R-36 AUTO BTY
",Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1193A86L036,"LUM LE STEEL L-36 AUTO BTY
",Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1193A88L060,"LUM LE STEEL L-60 AUTO BTY
",Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T20000000731,EW - 1 Battery - Silver -12 Months,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T20000000732,EW - 2 Battery - Silver -12 Months,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T20000000733,EW - 1 Battery - Silver -24 Months,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T20000000734,EW - 2 Battery - Silver -24 Months,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T20000000723,AMC - 1 Battery - Silver -12 Months,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T20000000724,AMC - 2 Battery - Silver -12 Months,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T20000000729,AMC - 1 Battery - Silver -24 Months,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T20000000730,AMC - 2 Battery - Silver -24 Months,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F29123505619,LUMINOUS SOLAR LED LAMP 3.5W SLL1235-EX,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F19F02004519,SOLAR HOME LAMP SYSTEM SHL-20N EXP,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T20000000725,Batt Maintenance Care Pack-1 Battery-1 year,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T20000000726,LCP - BM - 2 Battery - Bronze -12 Months,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T20000000760,Comp AMC Care Pack 6 Battery UPS - 1Yr,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T20000000761,Comp AMC Care Pack 10 Battery UPS - 1Yr,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T20000000762,Comp AMC Care Pack 15 Battery UPS - 1Yr,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1193A86CL35,LUM LE COPPER 12V/35AH L AUTO BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1193A86CR35,LUM LE COPPER 12V/35AH R AUTO BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T20000000772,AMC-Offline UPS-Single Battery-One Year,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T20000000773,AMC-Offline UPS-Double Battery-One Year,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1193A86PL35,LUM LE PLATINUM 12V/35AH L AUTO BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1193A86PR35,LUM LE PLATINUM 12V/35AH R AUTO BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F19F02000351,LUMINOUS SOLAR HOME LAMP SYSTEM SHL-20N,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F29L23005401,LUMINOUS BACKUP LED LAMP 01 (BLL-01),LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1193A40C065,LUM LE COPPER 12V/65AH AUTO BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1193A620075,LUM LE SILVER 12V/75AH AUTO BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1193A60SR80,LUM LE SILVER 12V/80AH R AUTO BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F29122500230,SCHNEIDER LED LAMP HOMAYA 3W/12V ZLB04,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1193A410090,LUM LE SILVER 12V/90AH AUTO BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
1.29972E+11,PCB ASLY TSTD RD972-00 SUNSHINE APC,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
1.29975E+11,PCB ASLY TSTD RD975-00 SUNSHINE APC,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
TLM0UDB2RCD07,7W LED LAMP SHINE ECO B22D CDL,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
TLM0UDB2RCD09,9W LED LAMP SHINE ECO B22D CDL,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
TLM0PDB2RCD07,7W LED LAMP SHINE PRO B22D CDL,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
TLM0UDB2DWHP5,0.5W LED LAMP AMBER ECO B22D White,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
TLM0PDB2RCD09,9W LED LAMP SHINE PRO B22D CDL,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
TLM0UDB2RCD05,5W LED LAMP SHINE ECO B22D CDL,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
TLM0PDE4CWW05,5W LED LAMP VIVA PRO E14 WW C,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
TLM0PDB2RCD12,12W LED LAMP SHINE PRO B22D CDL,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
TLM0PDB2RCD14,14W LED LAMP SHINE PRO B22D CDL,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
TLM0UDB2DYWP5,0.5W LED LAMP AMBER ECO B22D Yellow,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
TLM0UDB2DGNP5,0.5W LED LAMP AMBER ECO B22D Green,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
TLM0UDB2DBLP5,0.5W LED LAMP AMBER ECO B22D Blue,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
TLM0PDE4FWW05,5W LED LAMP VIVA PRO E14 WW F,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
TLM0PDB2RCD18,18W LED LAMP SHINE PRO B22D CDL,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
TLM0PDB2RCD27,27W LED LAMP SHINE PRO B22D CDL,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
TLM0PDB2RCD36,36W LED LAMP SHINE PRO B22D CDL,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
TLM0PDB2RCD45,45W LED LAMP SHINE PRO B22D CDL,LAMP,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1193A890055,LUM LE PLATINUM 12V/55AH AUTO BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1193A400066,LUM LE PLATINUM 12V/66AH AUTO BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1193A620074,LUM LE TITANIUM 12V/74AH AUTO BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1193A530045,LUM LE PLATINUM 12V/45AH AUTO BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1193A40G065,LUM LE GOLD 12V/65AH AUTO BTY,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113B319040,LUM 12V40AH LPT1240H FNSD V18 SLR NPL,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113B320060,LUM 12V60AH LPT1260H FNSD V18 SLR NPL,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113B321080,LUM 12V80AH LPT1280H FNSD V18 SLR NPL,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113C322100,LUM 12V100AH LPTT12100L FNSD V18 SLR NPL,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113C323100,LUM 12V100AH LPTT12100H FNSD V18 SLR NPL,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113C324150,LUM 12V150AH LPTT12150L FNSD V18 SLR NPL,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113C325150,LUM 12V150AH LPTT12150H FNSD V18 SLR NPL,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113C326200,LUM 12V200AH LPTT12200L FNSD V18 SLR NPL,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102B327100,LUM 12V100AH ILST NP12042 FNSD V18 NPL,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102C328160,LUM 12V160AH ILTT20048 FNSD V18 NPL,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102C329150,LUM 12V150AH ILTT 18048N FNSD V18 NPL,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102C330180,LUM 12V 180AH ILTT24060 FNSD V18 NPL,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102C331200,LUM 12V200AH ILTT 25060 FNSD V18 NPL,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102C332220,LUM 12V 220AH ILTT26060 FNSD V18 NPL,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1110C335150,MAXMA 12V150AH C10 MXS12150TT FNSD  SLR,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1110C336200,MAXMA 12V200AH C10 MXS12200TT FNSD  SLR,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1103AYK0135,LUM 12V135AH IL16039FP FNSD BTY V16,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105C305160,ELE 12V160AH LETT 20548 FNSD BTY V18,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108C306150,TEZ 12V150AH TSTT 2030 FNSD BTY V18,Battery,ARUNACHAL PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
