Material_Code,itemdesc,Item_Type,State_Name,Valid_Start_Date,Valid_End_Date,Sale_Start_Date,Sale_End_Date,SerialNo_Entry_Start_Date,SerialNo_Entry_End_Date,Entries_Count,Multiplier_Count,Multiplier_Type
T30000001215,AMS PV Module AL 80W/12V Poly Crys.,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,33.22,add
T30000001216,AMS PV Module AL 60W/12V Poly Crys.,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,33.22,add
T30000001217,AMS PV Module AL 40W/12V Poly Crys.,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,33.22,add
F19106033851,PLUG N PLAY SOLAR HOME SYSTEM SHL-603,Accessories,ARUNACHAL PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,33.22,add
F1147C297150,AMAZE 12V150AH 2036TT FNSD BTY V18,Amaze battery,ARUNACHAL PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,33.22,add
F1147N428150,LUM 12V150AH AMAZE 2036ST FNSD BTY,Amaze,ARUNACHAL PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,33.22,add
F1147C429200,LUM 12V200AH AMAZE 5036TT FNSD BTY,Amaze,ARUNACHAL PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,33.22,add
F1147C440150,AMAZE 12V150AH 2048TT FNSD BTY V19,Amaze,ARUNACHAL PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,33.22,add
F1147C445150,AMAZE 12V150AH 2036TT FNSD BTY V19 R1,Amaze,ARUNACHAL PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,33.22,add
T30000000347,DLS-G (GPRS Stick),Accessories,ARUNACHAL PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,33.22,add
T30000000348,DLS-W (Wifi Stick),Accessories,ARUNACHAL PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,33.22,add
T30000001201,AMS PV Mod AL 380W/24V 72C MP,Amaze,ARUNACHAL PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,33.22,add
T30000001204,AMS PV Mod AL 370W/24V 72C MP,Amaze,ARUNACHAL PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,33.22,add
T30000001207,AMS PV Mod AL 330W/24V 72C Poly,Amaze,ARUNACHAL PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,33.22,add
T30000001210,AMS PV Mod AL 325W/24V 72C Poly,Amaze,ARUNACHAL PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,33.22,add
T30000001213,AMS PV Module AL 165W/12V Poly Crys.,Amaze,ARUNACHAL PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,33.22,add
T30000001214,AMS PV Module AL 105W/12V Poly Crys.,Amaze,ARUNACHAL PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,33.22,add
T30000001215,AMS PV Module AL 80W/12V Poly Crys.,Amaze,ARUNACHAL PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,33.22,add
T30000001216,AMS PV Module AL 60W/12V Poly Crys.,Amaze,ARUNACHAL PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,33.22,add
F19106033851,PLUG N PLAY SOLAR HOME SYSTEM SHL-603,Accessories,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
F1147N428150,LUM 12V150AH AMAZE 2036ST FNSD BTY,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
F1147C429200,LUM 12V200AH AMAZE 5036TT FNSD BTY,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
F1147C440150,AMAZE 12V150AH 2048TT FNSD BTY V19,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
F1147C445150,AMAZE 12V150AH 2036TT FNSD BTY V19 R1,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000000347,DLS-G (GPRS Stick),Accessories,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000000348,DLS-W (Wifi Stick),Accessories,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001201,AMS PV Mod AL 380W/24V 72C MP,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001204,AMS PV Mod AL 370W/24V 72C MP,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001207,AMS PV Mod AL 330W/24V 72C Poly,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001210,AMS PV Mod AL 325W/24V 72C Poly,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001213,AMS PV Module AL 165W/12V Poly Crys.,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001214,AMS PV Module AL 105W/12V Poly Crys.,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001215,AMS PV Module AL 80W/12V Poly Crys.,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001216,AMS PV Module AL 60W/12V Poly Crys.,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001217,AMS PV Module AL 40W/12V Poly Crys.,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
F19106033851,PLUG N PLAY SOLAR HOME SYSTEM SHL-603,Accessories,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
F1147N428150,LUM 12V150AH AMAZE 2036ST FNSD BTY,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
F1147C429200,LUM 12V200AH AMAZE 5036TT FNSD BTY,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
F1147C440150,AMAZE 12V150AH 2048TT FNSD BTY V19,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
F1147C445150,AMAZE 12V150AH 2036TT FNSD BTY V19 R1,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000000347,DLS-G (GPRS Stick),Accessories,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000000348,DLS-W (Wifi Stick),Accessories,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001201,AMS PV Mod AL 380W/24V 72C MP,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001204,AMS PV Mod AL 370W/24V 72C MP,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001207,AMS PV Mod AL 330W/24V 72C Poly,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001210,AMS PV Mod AL 325W/24V 72C Poly,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001213,AMS PV Module AL 165W/12V Poly Crys.,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001214,AMS PV Module AL 105W/12V Poly Crys.,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001215,AMS PV Module AL 80W/12V Poly Crys.,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001216,AMS PV Module AL 60W/12V Poly Crys.,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
F19106033851,PLUG N PLAY SOLAR HOME SYSTEM SHL-603,Accessories,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
F1147N428150,LUM 12V150AH AMAZE 2036ST FNSD BTY,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
F1147C429200,LUM 12V200AH AMAZE 5036TT FNSD BTY,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
F1147C440150,AMAZE 12V150AH 2048TT FNSD BTY V19,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
F1147C445150,AMAZE 12V150AH 2036TT FNSD BTY V19 R1,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000000348,DLS-W (Wifi Stick),Accessories,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001201,AMS PV Mod AL 380W/24V 72C MP,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001204,AMS PV Mod AL 370W/24V 72C MP,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001207,AMS PV Mod AL 330W/24V 72C Poly,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001210,AMS PV Mod AL 325W/24V 72C Poly,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001213,AMS PV Module AL 165W/12V Poly Crys.,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001214,AMS PV Module AL 105W/12V Poly Crys.,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001215,AMS PV Module AL 80W/12V Poly Crys.,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001217,AMS PV Module AL 40W/12V Poly Crys.,Amaze,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
F19106033851,PLUG N PLAY SOLAR HOME SYSTEM SHL-603,Accessories,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
F1147N428150,LUM 12V150AH AMAZE 2036ST FNSD BTY,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
F1147C429200,LUM 12V200AH AMAZE 5036TT FNSD BTY,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
F1147C440150,AMAZE 12V150AH 2048TT FNSD BTY V19,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
F1147C445150,AMAZE 12V150AH 2036TT FNSD BTY V19 R1,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000000347,DLS-G (GPRS Stick),Accessories,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000000348,DLS-W (Wifi Stick),Accessories,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001201,AMS PV Mod AL 380W/24V 72C MP,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001204,AMS PV Mod AL 370W/24V 72C MP,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001207,AMS PV Mod AL 330W/24V 72C Poly,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001210,AMS PV Mod AL 325W/24V 72C Poly,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001213,AMS PV Module AL 165W/12V Poly Crys.,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001214,AMS PV Module AL 105W/12V Poly Crys.,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001215,AMS PV Module AL 80W/12V Poly Crys.,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
T30000001216,AMS PV Module AL 60W/12V Poly Crys.,Amaze,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,33,44.11,add
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,ANDAMAN AND NICOBAR,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0PD4FSCD20,20W LED BATTEN INDUS PRO 4FT CDL,BATTEN,ANDHRA PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
TBA0UD4FRCD18,18W LED BATTEN INDUS ECO 4FT CDL,BATTEN,ARUNACHAL PRADESH,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,09-01-2020 00:00,11,22.11,mul
